순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종번호,업종명,업종분류,전화번호,팩스번호,남종업원,여종업원,외국인(남),외국인(여),종업원수,생산품,용지면적,제조시설면적,부대시설면적,건축면적
692,진주대곡농공단지,(주)한일식품,경상남도 진주시 대곡면 대화로 68,경상남도 진주시 대곡면 와룡리 55-6번지,"10301, 10129, 10302, 10309, 10742",김치류 제조업 외 4 종,음식료,055-744-2144,055-744-2134,15,60,0,0,75,"김치(단무지), 냉면용김치, 잼, 곰탕류, 소스류",6606.2,2932.03,3245.93,6177.96
693,진주대곡농공단지,경남죽재사,경상남도 진주시 대곡면 대화로 60-1,경상남도 진주시 대곡면 와룡리 55-9번지,"16300, ",코르크 및 조물제품 제조업,"목재, 종이, 출판",055-744-2088,055-744-2087,3,3,0,0,6,돗자리(농수산물자재),3844.7,547.68,105.06,652.74
694,진주대곡농공단지,고려종합비료,경상남도 진주시 대곡면 대화로 60,경상남도 진주시 대곡면 와룡리 55-10번지,"20312, 20313",복합비료 및 기타 화학비료 제조업 외 1 종,"석유화학, 플라스틱",055-744-2101,055-744-2106,6,2,0,0,8,부산물비료,4027.8,666.72,203.28,870
695,진주대곡농공단지,대금산업,경상남도 진주시 대곡면 대화로 62,경상남도 진주시 대곡면 와룡리 55-8번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-744-5113,055-744-5114,1,0,0,0,1,관리기철바퀴,1647,328.63,71.4,400.03
696,진주대곡농공단지,마성계량기시스템(주),경상남도 진주시 대곡면 대화로 37 외 1필지,경상남도 진주시 대곡면 와룡리 57-3번지 외 1필지,"29191, 27219",일반저울 제조업 외 1 종,"금속가공, 기계",055-744-4417,055-744-4419,6,3,0,0,9,"일반저울, 정밀분동, 정밀저울",4644.5,1735.42,691.1,2426.52
697,진주대곡농공단지,성지산업개발(주),경상남도 진주시 대곡면 대화로 25,경상남도 진주시 대곡면 와룡리 57-6번지,"23325, 23324",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,비금속,055-744-1980,055-744-1982,10,2,4,0,16,콘크리트제품(수로관),9025.2,1156.53,405.86,1562.39
698,진주대곡농공단지,세일공업(주) 2공장,경상남도 진주시 대곡면 대화로 74,경상남도 진주시 대곡면 와룡리 55-5번지,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-749-3200,055-744-2002,9,0,0,0,9,"기어박스, 기어 및 전동축",3591.8,1742.55,652.4,2394.95
699,진주대곡농공단지,세일공업(주) 3공장,경상남도 진주시 대곡면 대화로 38,경상남도 진주시 대곡면 와룡리 58-5번지,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-749-3200,055-744-2002,25,0,0,0,25,"전차축, 후차축 등",4368.1,2349.43,514.19,2863.62
700,진주대곡농공단지,오성공업사,경상남도 진주시 대곡면 대화로 17-18,경상남도 진주시 대곡면 와룡리 57-5번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-752-0408,055-752-0406,6,1,0,0,7,농업용기계제조업,2575.9,430,51.5,481.5
701,진주대곡농공단지,유진공업,경상남도 진주시 대곡면 대화로 50 외 1필지,경상남도 진주시 대곡면 와룡리 58-1번지 외 1필지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-744-1616,055-744-1573,5,1,9,0,15,중장비 부품,4402.4,1640.36,372.24,2012.6
702,진주대곡농공단지,일광금속 유한책임회사,경상남도 진주시 대곡면 대화로 78 (총 2 필지) 외 3필지,경상남도 진주시 대곡면 와룡리 55-3번지 외 3필지,"29142, 25912, 30310, 30400",기어 및 동력전달장치 제조업 외 3 종,"금속가공, 기계",055-744-2155,055-744-2158,37,0,3,0,40,"피스톤,풀리샤프트,스타트모타부품",8846.9,5703.66,1048.3,6751.96
703,진주대곡농공단지,일광금속 유한책임회사 제2공장,경상남도 진주시 대곡면 대화로 30-1 외 1필지,경상남도 진주시 대곡면 와룡리 59-3번지 외 1필지,"30310, 25912, 29142, 30400",자동차 엔진용 신품 부품 제조업 외 3 종,"자동차, 운송장비",055-744-2155,055-744-2158,61,24,4,9,98,"자동차부품,첨단전자부품",5481.9,1718.15,1381.92,3100.07
704,진주대곡농공단지,일광금속제2공장,경상남도 진주시 대곡면 대화로 30,경상남도 진주시 대곡면 와룡리 59번지,"25924, 30310, 30400",절삭가공 및 유사처리업 외 2 종,"금속가공, 기계",055-741-4607,055-744-2158,21,5,3,1,30,자동차부품,8450.1,3581.18,2844.42,6425.6
705,진주대곡농공단지,주식회사금우이엔지 2공장,공람,경상남도 진주시 대곡면 와룡리 58-9,"29241, 25923, 25924, 30122",건설 및 채광용 기계장비 제조업 외 3 종,"금속가공, 기계",055-744-6141,055-744-6140,33,2,8,0,43,"건설 및 채광용 기계장비, 건설 및 채광용 기계장비, 건설 및 채광용 기계장비, 건설 및 채광용 기계장비",4622,1299.36,0,1299.36
706,진주사봉농공단지,(주)씨엔텍코리아-진주2공장,경상남도 진주시 사봉면 사군로303번길 21-10,경상남도 진주시 사봉면 봉곡리 1107-2,"22299, ",그 외 기타 플라스틱 제품 제조업,"석유화학, 플라스틱",070-4600-0156,070-7545-7985,1,0,2,0,3,플라스틱 사출품(외함 등),4168.4,932.34,1480.13,2412.47
707,진주사봉농공단지,(주)영빈테크3공장,경상남도 진주시 사봉면 사군로303번길 21-11,경상남도 진주시 사봉면 봉곡리 1107-3 번지,"25119, 25923",기타 구조용 금속제품 제조업 외 1 종,"금속가공, 기계",055-763-2178,055-763-2176,11,5,6,0,22,금속제 구조물,9613.7,1851.7,118.18,1969.88
708,진주사봉농공단지,(주)영창산업,경상남도 진주시 사봉면 사군로303번길 49,경상남도 진주시 사봉면 봉곡리 1113번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-758-5511,055-758-6011,9,2,8,0,19,중장비부품,4304.7,1798.1,518.96,2317.06
709,진주사봉농공단지,(주)우리콘크리트,경상남도 진주시 사봉면 사군로303번길 8-11 외 1필지,경상남도 진주시 사봉면 봉곡리 1109-2번지 외 1필지,"23325, 23324",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,비금속,055-759-8162,055-759-8167,7,1,5,0,13,"콘크리트,농하수로관, 콘크리트 블록, 기타 콘크리트 제품",15733.1,931.64,195.75,1127.39
710,진주사봉농공단지,(주)피엔에스,경상남도 진주시 사봉면 사군로303번길 20,경상남도 진주시 사봉면 봉곡리 1111-1번지,"25929, ",그 외 기타 금속가공업,"금속가공, 기계",055-757-8582,055-757-8583,18,2,0,0,20,발전설비용 배관 및 철구조물,5626.3,2833.65,22.5,2856.15
711,진주사봉농공단지,금강열처리,경상남도 진주시 사봉면 사군로303번길 4,경상남도 진주시 사봉면 봉곡리 1109-1번지,"25921, 25912",금속 열처리업 외 1 종,"금속가공, 기계",공람,055-758-6533,5,0,0,0,5,"자동차,중장비 부품 건조열처리",4028.5,701.7,412.23,1113.93
712,진주사봉농공단지,대현정밀,경상남도 진주시 사봉면 사군로303번길 37-7,경상남도 진주시 사봉면 봉곡리 1092-3번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",070-8990-2170,070-8994-2170,6,0,0,0,6,중장비부품,0,660,0,660
713,진주사봉농공단지,동아테크,경상남도 진주시 사봉면 사군로303번길 37,경상남도 진주시 사봉면 봉곡리 1105-2,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-759-3368,공람,1,0,0,0,1,중장비부품,0,297,0,297
714,진주사봉농공단지,두텍주식회사,경상남도 진주시 사봉면 사군로303번길 37-7,경상남도 진주시 사봉면 봉곡리 1106-1번지,"29169, ",기타 물품 취급장비 제조업,"금속가공, 기계",055-606-7437,050-4390-7437,3,1,0,0,4,운반하역취급장비,0,660,0,660
715,진주사봉농공단지,메탈화학(주),경상남도 진주시 사봉면 사군로303번길 37-8,경상남도 진주시 사봉면 봉곡리 1105-1번지,"20129, ",기타 기초 무기 화학물질 제조업,"석유화학, 플라스틱",055-759-4047,055-759-4049,14,2,0,0,16,무기화합물,3427.3,1102.59,344.14,1446.73
716,진주사봉농공단지,성동산업(주),경상남도 진주시 사봉면 사군로303번길 19,경상남도 진주시 사봉면 봉곡리 1107-4번지,"29241, 29210",건설 및 채광용 기계장비 제조업 외 1 종,"금속가공, 기계",055-758-6720,055-758-6724,33,5,4,0,42,중장비부품및농기계부품,6723,2843.85,350,3193.85
717,진주사봉농공단지,성동산업(주) 제2공장,경상남도 진주시 사봉면 사군로303번길 11,경상남도 진주시 사봉면 봉곡리 1108-1번지,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-758-6720,055-758-6724,5,0,1,0,6,농기계부품,6778.2,3668.6,1077.6,4746.2
718,진주사봉농공단지,세광테크,경상남도 진주시 사봉면 사군로303번길 35,경상남도 진주시 사봉면 봉곡리 1106-2번지,"25921, ",금속 열처리업,"금속가공, 기계",070-7785-2433,055-854-2433,2,1,4,0,7,열처리제품,3496.3,1781.59,423.68,2205.27
719,진주사봉농공단지,아이티알인더스트리즈(주),경상남도 진주시 사봉면 사군로303번길 3 외 2필지,경상남도 진주시 사봉면 봉곡리 1108-4번지 외 2필지,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-758-5681,055-758-5682,176,16,15,0,207,기어및동력전달장치,19659.4,10569.43,3495.01,14064.44
720,진주사봉농공단지,아이티알인더스트리즈(주) 2공장,경상남도 진주시 사봉면 사군로303번길 28,경상남도 진주시 사봉면 봉곡리 1112-3,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-758-5681,055-758-5682,20,0,0,0,20,중장비 부품,5342.5,2774.96,534.095,3309.055
721,진주사봉농공단지,아이티알인더스트리즈(주)3공장,경상남도 진주시 사봉면 사군로303번길 34,경상남도 진주시 사봉면 봉곡리 1112-2,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-760-1515,055-758-5682,10,0,0,0,10,중장비부품,6131.1,4226.54,40,4266.54
722,진주사봉농공단지,아이티알인더스트리즈(주)4공장,경상남도 진주시 사봉면 사군로303번길 34,경상남도 진주시 사봉면 봉곡리 1112-2,"29142, ",기어 및 동력전달장치 제조업,"금속가공, 기계",055-758-5681,055-758-5682,20,0,0,0,20,중장비부품,6242.2,4106,437.5,4543.5
723,진주사봉농공단지,유니스텍,경상남도 진주시 사봉면 사군로303번길 37-7,경상남도 진주시 사봉면 봉곡리 1106-1번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-759-9972,070-8994-9972,10,0,0,0,10,핀,3433.5,173.05,0,173.05
724,진주생물산업전문농공단지,(주)HK바이오텍,경상남도 진주시 문산읍 월아산로950번길 6,경상남도 진주시 문산읍 이곡리 1182번지,"10797, 10403",건강기능식품 제조업 외 1 종,음식료,055-762-9307,055-762-9407,5,13,0,0,18,"버섯균사체,공액리놀레산",5550.4,1284.78,1237.03,2521.81
725,진주생물산업전문농공단지,(주)글루칸,경상남도 진주시 문산읍 월아산로950번길 25-15,경상남도 진주시 문산읍 이곡리 1161번지,"10799, 10802",그 외 기타 식료품 제조업 외 1 종,음식료,055-762-0275,055-761-0285,10,7,0,0,17,"조미식품, 상황버섯추출물, 보조사료",3273.1,953.23,665,1618.23
726,진주생물산업전문농공단지,(주)나루아토,경상남도 진주시 문산읍 월아산로950번길 13-26,경상남도 진주시 문산읍 삼곡리 988-1 진바이오,"10713, 10309, 10619, 10749",과자류 및 코코아 제품 제조업 외 3 종,음식료,070-8988-9603,070-7608-2903,11,4,0,0,15,"달콤하모비타캔디, 꽃송이발효현미강버섯과립, 육수통 한알육수, 브로콜리새싹",2296,400,20,420
727,진주생물산업전문농공단지,(주)남보,경상남도 진주시 문산읍 월아산로950번길 25-21,경상남도 진주시 문산읍 삼곡리 988-3번지,"20312, 10802, 20313, 20322",복합비료 및 기타 화학비료 제조업 외 3 종,"석유화학, 플라스틱",055-762-6867,055-882-6889,13,3,0,0,16,"꿀벌응애균뚝, 파리응애균뚝, 파워미네랄, 탄저브렉골드",2365.7,739.2,756.94,1496.14
728,진주생물산업전문농공단지,(주)락토메이슨,경상남도 진주시 문산읍 월아산로950번길 13-10 외 1필지,경상남도 진주시 문산읍 이곡리 1157번지 외 1필지,"10797, 10799, 10801, 10802",건강기능식품 제조업 외 3 종,음식료,055-755-5355,055-755-9355,34,18,0,0,52,"유산균,미세조류,사료",6045.2,4333.91,2741.64,7075.55
729,진주생물산업전문농공단지,(주)락토메이슨 제3공장,경상남도 진주시 문산읍 월아산로950번길 7-4,경상남도 진주시 문산읍 이곡리 1131,"10797, ",건강기능식품 제조업,음식료,055-755-5355,055-755-9355,4,6,0,0,10,건강기능식품,3139.8,1499.83,786.09,2285.92
730,진주생물산업전문농공단지,(주)위즈팜,경상남도 진주시 문산읍 월아산로950번길 25-3,경상남도 진주시 문산읍 이곡리 1163,"20321, 20322",화학 살균.살충제 및 농업용 약제 제조업 외 1 종,"석유화학, 플라스틱",031-571-5251,0504-389-5884,3,0,0,0,3,"친환경농약, 미생물농약",0,49.5,0,49.5
731,진주생물산업전문농공단지,(주)제일그린산업,경상남도 진주시 문산읍 월아산로950번길 25-3,경상남도 진주시 문산읍 이곡리 1163번지,"20312, 20313, 20321, 20322",복합비료 및 기타 화학비료 제조업 외 3 종,"석유화학, 플라스틱",055-761-4701,055-761-8589,5,3,0,0,8,"부산물비료, 미생물농약",2969.2,656.09,792.42,1448.51
732,진주생물산업전문농공단지,(주)케이케이티생명자원개발연구소,경상남도 진주시 문산읍 월아산로950번길 25,경상남도 진주시 문산읍 이곡리 1164번지,"20312, ",복합비료 및 기타 화학비료 제조업,"석유화학, 플라스틱",055-762-6972,070-7614-3267,4,1,0,0,5,복합비료 등,3874.6,914.57,406.56,1321.13
733,진주생물산업전문농공단지,(주)한국농식품안전관리원,경상남도 진주시 문산읍 월아산로950번길 25-25,경상남도 진주시 문산읍 삼곡리 988-2,"20499, ",그 외 기타 분류 안된 화학제품 제조업,"석유화학, 플라스틱",055-763-4129,055-755-1426,2,1,0,0,3,"항체생산, 기타 진단키트",1918.6,160,124.6,284.6
734,진주생물산업전문농공단지,(주)한국바이오케미칼,경상남도 진주시 문산읍 월아산로950번길 14-20 ((주)KBC),경상남도 진주시 문산읍 이곡리 1185번지,"20312, 10801, 10802, 20313, 20321, 20322",복합비료 및 기타 화학비료 제조업 외 5 종,"석유화학, 플라스틱",055-763-0241,055-762-4521,10,6,0,0,16,"복합비료,사료,기타비료등",5518.2,1796.54,1679,3475.54
735,진주생물산업전문농공단지,KB코스메틱,경상남도 진주시 문산읍 월아산로950번길 13-16,경상남도 진주시 문산읍 이곡리 1158번지,"20423, 10797, 20321",화장품 제조업 외 2 종,"석유화학, 플라스틱",055-759-0102,055-759-0160,9,10,0,0,19,"화장품, 녹차추출물, 외피용살균소독제",2199.2,493.2,361.58,854.78
736,진주생물산업전문농공단지,SJ인터내셔날,경상남도 진주시 문산읍 월아산로950번길 25-9,경상남도 진주시 문산읍 이곡리 1162번지,"20312, 20313",복합비료 및 기타 화학비료 제조업 외 1 종,"석유화학, 플라스틱",055-752-0025,공람,1,0,0,0,1,"아쿠아킹, 탄저브렉",3132.9,693,324,1017
737,진주생물산업전문농공단지,농업회사법인 바이오씨즈(유),경상남도 진주시 문산읍 이곡리 1165번지,경상남도 진주시 문산읍 이곡리 1165번지,"10743, ",장류 제조업,음식료,055-741-2778,055-741-2778,1,2,0,0,3,"청국장, 식초",2020.24,400,198,598
738,진주생물산업전문농공단지,선문그린사이언스(주),경상남도 진주시 문산읍 월아산로950번길 26-26,경상남도 진주시 문산읍 이곡리 1175번지,"20321, 20322",화학 살균.살충제 및 농업용 약제 제조업 외 1 종,"석유화학, 플라스틱",055-759-3399,055-759-3484,9,3,0,0,12,지베렐린 도포제 및 바이오제품,6452.1,1480,3446,4926
